ID,program,agency,address,city,state,zip,district,phone,fax,tdd,email,web,duration,description,eligibility,days,hours,ages,fees,access,translation,computer,leadership,leadershipage,appdeadline,requirements,translator,bus,locations,bart,volunteer,logo,minage,contactemail,photo,download,contact,contactphone,password,user,approved,other,notes,provider,mapaddress,services
501,Seneca Center Therapeutic Pre-School,,2370 Grande Vista Place,Oakland,CA,94601,,(510)434-7990,(510)434-7991,,,,,,"Resident of Alameda County,age 2-6,Meid-Cal elig.",Monday-Friday,8:45am-12:45pm,0-5,None,"Wheelchair access, Restrooms wheelchair accessible","English, Spanish",,,,,,,AC Transit line 14 stops within 2 blocks,,,,,,,,,"Laura Sprinson, Director",(510)434-7900,,,No,,ka,,2370 Grande Vista Place  94601,"Education/Academic Support, Family Support/Counseling"
502,Sexual Minority Alliance of Alameda County(SMAAC),,1608 Webster St.,Oakland,CA,94612,,"(510)834-9578, (510)873-8851",(510)834-9590,,,www.smaacyouthcenter.org,,,Age 13-24 with diverse lifestyle,"Monday, Wednesday-Saturday",2:00pm-10:00pm,13-18,None,"Wheelchair access, Restrooms wheelchair accessible",English,Computer access provided,,,,,,"12,40,40L,43,51,58,59,72,72L,73 within 2 blocks",,19th St. Oakland,,,,,,,"Roosevelt Mosby, Jr.",(510)834-9578,,,No,,ka,,1608 Webster St.  94612,"Education/Academic Support, Family Support/Counseling, Health/Wellness, Recreational/Social"
503,Shalom Bayit,,PO Box 10102,Oakland,CA,94610,,"(510)451-7233(SAFE),(866)742-5667(SHALOM7)",(510)451-8875,,,www.shalom-bayit.org,,,female,Monday-Friday,9:00am-5:00pm,13-18,,,,,,,,,,,,,,,,,,,"Naomi Tucker, Rebecca Schwartz",(510)451-7233,,,No,,ka,Community-Based Agency,,Family Support/Counseling
504,"Simba, Inc.",,"14895 E 14th St.,Suite 440",San Leandro,CA,94578,,(510)357-2106,(510)357-3729,,,,Year Round,"Simba was originally formed exclusively to pair up African-American men as mentors for African-American boys.  Simba is now focusing on 2 projects.
PARENTS AS MENTORS' goal is to train and support inner-city parents to act as mentors to their own children.
TUSKEGEE PROJECT focuses on educating youth for future career goals and teaching them a trade to immediately support themselves.  Students attend regular academic classes and an attitude development class intended to foster success.  Students also participate in work experience to learn marketable survival skills and earn an income, attend mandatory study time and tutor sessions.  Parents are required to invest at least two hours per week at their child's school and attend a mandatory forty-hour workshop, with follow-up, conducted by Life Choice, Inc.",inner-city parents and teenagers,Monday-Friday,9:00am-5:00pm,,None,,English,,,,,,,"Ac Transit 40L,82 and 82L stop within 1 block",,Coliseum/Oakland Airport,,,,,,,Charles Ransom,(510)357-3729,,,Yes,,DONE 051206 ka,Community-Based Agency,14895 E 14th St.,"Education/Academic Support, Employment/Job Readiness, Family Support/Counseling, Mentoring"
505,"Solid Foundation, Mandela House Programs",,PO Box 19182,Oakland,CA,94619,,"(510)482-6490(admin),(510)533-5317(intake)",(510)482-6493,,,,Year Round,,,Monday-Friday,9:00am-5:00pm,"0-5, 6-12, 13-18",Vary according to income. No one denied due to inability to pay,Wheelchair access,"English, Spanish",,,,,"Pregnant,chemically dependent women or dependent women w/ children under 3",,,"4778 International Blvd  Oakland,CA  94621",,,,,,,,"Minnie Thomas, Executive Director",(510)482-6490,,,No,,,,,"Education/Academic Support, Employment/Job Readiness, Family Support/Counseling"
508,Spectrum Ctr for Educational/Behavioral Developmnt,,6325 Camden St.,Oakland,CA,94605,,(510)729-6384,(510)845-7841,,,www.spectrumcenter.org,,,Age 3-22,Monday-Friday,8:00am-5:00pm,"0-5, 6-12, 13-18",Per diem rate from school districts,"Wheelchair access, Restrooms wheelchair accessible","English, Spanish",,,,,,Yes,AC Transit line 57 stops within 2 bloack,multiple,,,,,,,,"Jack States and Randy Keyworth, Co-ED",(510)729-6384,,,No,American Sign Language,ka,,6325 Camden St.  94605-1640,Education/Academic Support
511,St. Vincent de Paul Society - Oakland,,9235 San Leandro St.,Oakland,CA,94603,,(510)638-7600,(510)638-8354,,,www.svdp-alameda.org,,,,,,"0-5, 6-12, 13-18",None,"Wheelchair access, Restrooms wheelchair accessible","English, Spanish",,,,,"Victim of disaster, low-income, in need of help, resident of Alameda County",,,multiple locations,,,,,,,,"Philip Arca, Executive Director",(510)638-7600,,,No,Tagalog,ka,Community-Based Agency,9235 San Leandro St.  94603,"Family Support/Counseling, Health/Wellness, Recreational/Social"
512,Stepping Stones Growth Center,,311 MacArthur Blvd.,San Leandro,CA,94577,,(510)568-3331,(510)568-4168,,,www.steppingstonesgrowth.org,,,"Developmentally disabled, age 5 or over",Monday-Friday,8:30am-5:30pm,"0-5, 6-12, 13-18",vary according to income,"Restrooms wheelchair accessible, Sign language interpreter upon request","English, Spanish, Chinese",,,,,,,"AC Transit 57, 58X, N and NC -within 1 block",,,,,,,,,"Jerry Joseph, Burrel Swayze",(510)568-3331,,,No,"American Sign Language, Tagalog, Japanese",ka,,311 MacArthur Blvd.  94577,"Cultural/Arts, Education/Academic Support, Employment/Job Readiness, Family Support/Counseling, Recreational/Social"
513,Telegraph Community Center,,5316 Telegraph Ave.,Oakland,CA,94609,,(510)658-4457,,,,,,,Emergency or low income.,"Wednesday, Friday",12:00pm-5:00pm;10:00-2:00pm,,,,,,,,,,,AC Tansit lines 40 and 40L stop within 1 block,,,Yes,,,,,,"Steve Weaver, Director",(510)658-4457,,,,Korean,ka - fax # not published,,5316 Telegraph Ave.  94609,"Health/Wellness, Youth Leadership/Volunteer"
514,Terra Firma Diversion Educational Services,,"30030 Mission Blvd., Suite 112",Hayward,CA,94544,,(510)675-9362,(510)675-9468,,,,Year Round,,Age 13 or over,"Monday-Friday, Saturday",9:30am-7:00pm;9:00am-4:00pm,13-18,Vary according to service,"Wheelchair access, Restrooms wheelchair accessible","English, Spanish",,,,,,,AC Transit line 99 stops within 1 block,,Rockridge,,,,,,,"Bertha Cuellar, Executive Officer",(510)675-9362,,,,,ka,Community-Based Agency,30030 Mission Blvd.  94544,"Education/Academic Support, Family Support/Counseling"
515,The Better Health Foundation Family Cancer Support,,"426 17th St.,Suite 450",Oakland,CA,94612,,(510)444-5096,(510)444-5085,,,www.betterhealthfoundation.org,Year Round,,None,Monday-Friday,8:00am-5:00pm,"0-5, 6-12, 13-18",None,"Wheelchair access, Restrooms wheelchair accessible",English,,,,,,,"10-15,35X,36X,40,42,43,51,58,72,73,82 and 88",,12th St. Oakland City Center,,,,,,,"Janine Nesset Tominaga, ED",(510)444-5096,,,No,,ka,Community-Based Agency,426 17th St.  94612,"Cultural/Arts, Family Support/Counseling, Health/Wellness"
516,The Independent Way,,575 Independent Rd.,Oakland,CA,94621,,(510)639-4680,(510)639-7122,(510)567-9705,,www.tiw-alameda.com,,,Child 6weeks-age 5 for child day care program,Monday-Friday,8:00am-4:00pm,0-5,,"Wheelchair access, Restrooms wheelchair accessible, TDD phone number, Sign language capability","English, Spanish, Chinese",,,,,,,AC Transit line 98 within 3 blocks,multiple,Coliseum/Oakland Airport,,,,,,,"Ron Flick, Ron Luter",(510)639-4690,,,No,"Transportation provided by the Regional Center when appropriate.
American Sign Language",ka,,575 Independent rd.  94621,"Education/Academic Support, Employment/Job Readiness, Recreational/Social"
518,The Perinatal Council,,2648 International Blvd.,Oakland,CA,94601,,(510) 437-8950,(510)437-8959,,,www.theperinatalcouncil.org,Year Round,"Contact: Barbara Bunn-McCullough

The Perinatal Council is a case management and social service agency committed to the comprehensive coordination of services to assist pregnant and parenting families in Alameda and Contra Costa counties. The primary focus is on serving low income communities in need. EBPC has three main service centers. The largest center is in the Fruitvale district in Oakland. EBPC has grown from efforts begun in 1979 to combat shockingly high rates 
of infant mortality in low income neighborhoods of Oakland. Since 1985, EBPC has provided comprehensive case management to pregnant teens and teen parents.",,Monday-Friday,9:00am-5:00pm,13-18,No,Wheelchair access,"English, Spanish",,,,,,,"AC Transit 62, 82 and 82L",,Fruitvale,,,,,,,Barbara Bunn-McCullough,(510)437-8950,,,Yes,,ka,,"2648 International Blvd., 94601","Education/Academic Support, Family Support/Counseling, Health/Wellness"
520,Triad Family Services,,14429 Catalina St.,San Leandro,CA,94577,,(510)351-3665,(510)351-3906,,,,Year Round,"Contact: Gregory Burnside, Executive Director

Provides specialized therapeutic foster care services including placement, emotional support and reunification for abused and neglected children.  Social workers assist foster parents in meeting each child's individualized medical, educational, social and emotional needs.  Provides monthly training for foster family social and recreational intervention/emergency services.",,Monday-Friday,8:00am-5:00pm,"0-5, 6-12, 13-18",None,"Wheelchair access, Sign language capability",Spanish,,,,,foster child age birth-18,Contact agency,AC Transit line 55 stops within 3 blocks,,San Leandro,,,,,,,"Gregory Burnside, Administrator",(510)351-3665,,,Yes,,ka-DONE,,14429 Catalina St.  94577,"Education/Academic Support, Family Support/Counseling"
521,24 Hour Oakland Parent Teacher Children's Center,,4700 International Blvd.,Oakland,CA,94601,,(510)534-6030,(510)534-9140,,,,Year Round,"Has 24 beds providing either short-term emergency shelter or longer term transitional housing(from 30 to 90 days) to single women, women with children, age 12 and under.  Offers parenting classes, workshops and childcare.  Residents must be clean and sober for 90 days and willing to volunteer within the agency.  Holds weekly house meeting and requires residents to save 10% of their monthly gross income.  Also provides referrals to outside counseling.",,Monday-Friday,9am-6pm,"0-5, 6-12",Rent varies up to 30% of income,Wheelchair access,"English, Vietnamese",,,,,Homeless single woman w/ children. Children age 12 or under.,,AC Transit line 47 stops within 5 blocks,,,,,,,,,Nina Tanner-Smith,(510)534-6030,,,Yes,Additional language: Yoruba,ka-DONE- ans machine,,"4700 International Blvd., 94601",Family Support/Counseling
522,Twin Services Consulting,,PO Box 10066,Berkeley,CA,94709,,"(510)649-1476, ext 2",,,twinservices@juno.com,www.twinservices.org,Year Round,"Contact: Pat Malmstrom

Provides training to health and human service providers to help families relieve the ""twinshock"" associated with plural pregnancy, birthing, feeding, twin development, toddlerhood, school issues and more.  Consultation regarding twin development and care is available online through e-mail.  Articles for parents and professionals may also be found on the agency website.",None,,,,Charges for training only,,English,,,,,,,,,,,,,,,,"Patricia Malmstrom, Director","(510)235-2198, ext 2",,,Yes,,ka-DONE,Community-Based Agency,,"Education/Academic Support, Family Support/Counseling"
523,United Cerebral Palsy of the Golden Gate,,"1970 Broadway, Suite 115",Oakland,CA,94612,,(510)832-7430,(510)839-1329,,,www.ucpgg.org,Year Round,"Contact: MaryJo Bernardo, Executive Director

Provides information and referral, counseling, support, education and advocacy for infants, adolescents and adults with cerebral palsy and their families.  Services include limited case management, individual, family and group counseling, public education, supported employment and day programs.  

CHILDREN'S SWIM PROGRAM is held each Saturday and Wednesday at the California Pacific Medical center/Davies Campus pool in San Francisco for children age 3 and above.

INDIVIDUAL AND PUBLIC ADVOCACY provided for clients to obtain more responsive, adequate and effective services for persons with disabilities and their families.","None,but restrictions may apply",Monday-Friday,9am-5pm,"0-5, 6-12, 13-18",None for most programs,"Wheelchair access, Restrooms wheelchair accessible",English,,,,,,,"10-15,35X,36X,40,42,43,51,58,58X,72,82 and 88",,19th St. Oakland,Yes,,16,,,,"Mary Jo Bernardo, Exec Dir.",(510)832-7430,,,Yes,,ka-DONE,,970 Broadway  94612,"Education/Academic Support, Family Support/Counseling"
524,"University of California, Cooperative Extension",,"1131 Harbor Bay Pkwy, Room 131",Alameda,CA,94502,,(510)567-6812,(510)567-6813,(510)834-6754,,cdalameda@ucdavis.edu,Year Round,"Contact: Dr. Charles Go or Lucrecia Farfan-Ramirez

Provides educational information, training and consultation in family and consumer science. , health and nutrition, youth development, home/community, horticulture, environmental horticulture, and water resources.",,Monday-Friday,8:30am-5:30pm,"0-5, 6-12, 13-18","Vary according to quantity for materials,supplies and mileage",,"English, Spanish, Vietnamese",,,,,Grade 3-12 for Youth Ddevelopment Program. Low-income family for EFNEP,Contact agency,AC Transit Line 50 stops within 1 block,,Coliseum/Oakland Airport,Yes,,5-19,,,,Dr. Charles Go or Lucrecia Farfan-Ramirez,(510)567-6812,,,Yes,,ka-DONE,,1131 Harbor Bay Pkwy  94502,"Education/Academic Support, Employment/Job Readiness, Health/Wellness, Leadership"
525,"University of California, Berkeley-Psychology Ctr",,"2205 Tolman Hall, #1650",Berkeley,CA,94720,,(510)642-2055,(510)643-1922,,,psychology.berkeley.edu/resources/clinic.html,Year Round,"Provides a variety of services including, psychotherapy for adults, children, families, and couples; psychological assessment and community and preventative interventions.  Also provides referrals to private therapists and outside agencies.",,Monday-Friday,8:30am-5:30pm,"0-5, 6-12, 13-18",Intake session $20. Thereafter fees vary from $15-$80 per session,"Wheelchair access, Restrooms wheelchair accessible",Spanish,,,,,None. The psychology Clinic gives particular consideration to people least able to pay for private care.,,"AC Transit lines 8, 52, 52L, 64, 65 and F",,Embarcadero,No,,,,,,"Rhona S Weinstein, Laura Mason",(510)642-2055,,,No,Not open during the summer,ka-DONE 051206 - do not list contact person per request,,2205 Tolman Hall  94720,Family Support/Counseling
526,"University of California, Berkeley-Suitcase Clinic",,570 University Hall,Berkeley,CA,94720,,(510) 643-6786,,,,www.socrates.berkeley.edu/~suitcase/,Year Round,"A multidisciplinary team of undergraduate and graduate/medical students, licensed professionals, and highly skilled community volunteers who provide free primary medical care, chiropractic services, social services and health education for people of poor and underserved communities.  Other services include footwashing, haircutting, massage, legal, dental, and optometry.  Teeth-cleaning is offered once a month, and free glasses are available once a year.
YOUTH CLINIC, includes medical, social, optometry, acupuncture, legal and health referrals.  A veterinarian is available every other week. In addition, there is a free meal for the youth.",None,vary,call,,None for most services. Medi-Cal accepted for eyeglass prescriptions,"Wheelchair access, Restrooms wheelchair accessible","English, Spanish, Chinese",,,,,,,"AC Transit 7-9,15,40,43,51,64,65,67 and F-FS","570 University Hall, 2407 Dana St, 2140 Dwight Way",Downtown Berkeley,,,,,,,"Naseem Bazargon, Youth Coordinator",(510)643-6786,,,Yes,Interpreter,DONE 051206 ka,,570 University Hall  94720,"Family Support/Counseling, Health/Wellness"
527,"Univ. of CA, Berkeley-Ctr for Educational Outreach",,"2150 Kittredge St, Suite 2A",Berkeley,CA,94720,,(510)643-3223,,,,www.ugcberkeley.org,,,Low income youth or young adult age 11-27,Monday-Friday,8:00am-5:00pm,"6-12, 13-18",None,Wheelchair access,"English, Spanish",,,,,,,"AC Transit 7-9,15,40,43,51,64,65,67 and F",,Downtown Berkeley,,,,,,,"Norris Sanders, Frieda McAlear",(510)643-3223,,,No,,ka,,"2150 Kittredge St., 94720","Education/Academic Support, Mentoring"
528,East Oakland Health Center,,7450 International Blvd.,Oakland,CA,94621,,"(510)613-2232-Pediatrics, (510)430-9401",(510)562-2223,,,www.wohc.org,,,None,Monday-Friday,8:30am-5:00pm,"0-5, 6-12","Depends on ability to pay. Medi-cal,Medicare and some other ins accepted","Wheelchair access, Restrooms wheelchair accessible","English, Spanish",,,,,,,AC Transit line 82 stops within 1 block,,San Leandro,,,,,,,"Robert Cooper, Merritt Smith",(510)430-9401,,,No,,ka-ver info 040306,,"7450 International Blvd., 94621",Health/Wellness
529,West Oakland Health Center,,700 Adeline St.,Oakland,CA,94607,,(510)835-9610,(510)836-7795,,,www.wohc.org,,,None,Monday-Friday,8:30am-5:00pm,"0-5, 6-12, 13-18",Varies according to income,"Wheelchair access, Restrooms wheelchair accessible","English, Spanish, Vietnamese",,,,,,Many languages,AC Transit line 82 stops within 1 block,,San Leandro,,,,,,,"Robert Cooper, Norma Mason",(510)272-0209,,,,"Tagalog, other",ka-ver info 040306,,700 Adeline St.  94607,Health/Wellness
530,Women's Choice Clinic,,"570 14th St., Suite 3",Oakland,CA,94612,,(510)836-5676,(510)836-5678,,,www.womenschoiceclinic.org,Year Round,"Women's Choice Clinic provides full gynecological as well as first trimester abortion services, medical and surgical to women, and free drop-in pregnancy testing, Monday-Friday, 8-11, 2-4.",None,Monday-Friday,8:00am-5:00pm,,"Vary according to income. Medi-Cal private ins accepted, FPACT","Wheelchair access, Restrooms wheelchair accessible","English, Spanish, Vietnamese",,,,,,Contact agency,"AC Transit lines 13, 14, 43 and 51 w/in 4 blocks",,12th St. Oakland City Center,Yes,,14+,,,,"Linci Comy, Executive Director",(510)536-5676,,,Yes,,DONE by tel - 041706 ka,,570 14th St.  94612,Health/Wellness
531,Women's Daytime Drop-In Center,,2218 Acton St.,Berkeley,CA,94702,,"(510) 548-6993, (510) 549-4390-Volunteer Coord.",(510) 549-4391,,,www.womensdropin.org,Year Round,"Provides a daytime drop-in center for homeless or at risk single women and women and children.  Offers use of a telephone, message and mail services and provides personal hygiene items.  Some bus tickets are available  for medical, job, and housing appointments.  Breakfast and hot lunch are provided.  The Center offers a weekly substance abuse recovery group, mental health groups and referrals, drug and alcohol counselor and referrals, an HIV Prevention group, and children's services, as well as occasional workshops and art projects.  Children's coordinator supervises activities for children and mothers and offers parenting support.  Child care is not provided. Volunteers, a case manager and a housing counselor provide information and referrals to shelters and other emergency services, crisis support and case management. Transitional housing opportunities available through Shelter Plus Care, Housing Stabilization Programs, and Bridget Transitional House.  Donations of food (canned and packaged, unopened) are accepted.  Services are free, but participants must help with a chore.",,Monday-Friday,9:00am-4:00pm,,None,"Wheelchair access, Restrooms wheelchair accessible","English, Spanish",,,,,"Anyone in need, especially homeless or in danger of becoming homeless",,AC Transit lines 51 and 88 stop within 2 blocks,,North Berkeley,Yes,,,,,,"Linda Lazzareschi, Susie Carter",(510) 548-2884,,,Yes,,ka - left msg - DONE 041706,Community-Based Agency,2218 Acton St.  94702,"Family Support/Counseling, Health/Wellness, Youth Leadership/Volunteer"
532,Women's and Family Center,,"449 15th St., 2nd floor",Oakland,CA,94612,,(510)451-7379,(510)986-8628,,,www.weap.org,Year Round,"WOMEN AND FAMILY CENTER provides education and advocacy on economic justice affecting women and their family, information and referral, media training, leadership development, desktop publishing and computer training.  Also has an extensive resource bank and a speakers' bureau providing community outreach to women with low income, disabled and elderly women.",None,Monday-Friday,"8:30am-5:00pm, 24-hour voicemail",,Varies according to service. Donations accepted,"Wheelchair access, Restrooms wheelchair accessible",English,Computer training provided,,,,,,AC Transit line 13 stops within 1 block,,12th St. Oakland City Center,,,,,,,"Ethel Long-Scott, Carolyn Milligan",(510)451-7379,,,Yes,,ka - DONE 051206,,"449 15th St.,  94612","Employment/Job Readiness, Leadership"
533,YMCA-Urban Services Teen Center,,1612 45th Ave,Oakland,CA,94601,,"(510)534-7441, (510)638-3984",(510)534-7444,,,www.ymcaeastbay.org,Year Round,"Free individual counseling for youth is available by appointment.  Also provides referrals for family and youth services.  
Youth services program offers male and female support groups, community awareness workshops, special cultural festivals, educational workshops, drop-in counseling, academic advising and tutoring.
Recreational activities include team sports, after-school sports and camping.
Teen Center offers peer leadership skills, social service referrals, crisis intervention, peer counseling, volunteer opportunities, summer programming, youth initiatives.
Parents Resource Center provides comprehensive support services for parents of students of Oakland public schools.",Age 4 or over;teenager,Monday-Friday,9am-6pm,"0-5, 6-12, 13-18",$25 annual membership fee,Wheelchair access,English,Computer training provided,,,,,,AC Transit lines 40 and 80 stop within 1 block,,Fruitvale,Yes,,12-19,,,,"Chris Chatmon, Larry Austin",(510)534-7441,,,Yes,,"ka-DONE, changed title to Urban Services per phone request",,1612 45th Ave  94601,"Athletics, Education/Academic Support, Family Support/Counseling, Leadership, Recreational/Social, Youth Leadership/Volunteer"
534,Youth Embracing Luv(YEL),,4217 Nerissa Cir,,CA,94555,,"(510)739-0714, (510)639-1185",,,,www.guidestar.com,Year Round,"YOUTH DEVELOPMENT PROJECT provides children the opportunity to develop and improve leadership skills.  Youth leaders initiate projects, plan and implement the activities or services.  Recollections, reatreats and leadership training is provided to youth.
CHARITABLE MUSICAL ENTERTAINMENT PROJECT shares musical talents with the community especially the elderly and sick residents of nursing homes.  Also provides musical performances at other non-profit organizations and community events.
EDUCATIONAL ASSISTANCE PROJECT provides non-monetary and monetary educational support to youth, subject to the sponsors/donors request.
TALENT PARTNERSHIP PROJECT is a collaborative effort with other organizations that will help the YEL volunteers in the area of education, as in big brother/big sister.
PROJECT NURSING HOME through the Sick and Elderly Component, provides free musical entertainment for nursing home residents.
The Poor and Needy Component consists of the Food for the Needy Project and Self-Sufficiency Project.
Through the Food for the Needy Project, YEL kids volunteer their time and services during mealtime at the Centerville Free Dining Room Center.  The group also donates canned foods and toiletries.
SELF-SUFFICIENCY PROJECT is an outreach collaboration with families or communities in their efforts to produce income, for example, craft-making toward self-sufficiency.",,Monday-Friday,8:00am-5:00pm,,None,,,,,,,"for volunteers: talent, commitment, must attend leadership and orientation workshops",,AC Transit 210 within 5 blocks,,South Hayward,Yes,,,,,,Minda Reyes-Admin Director,(510)739-0714,,,Yes,,ka-DONE,,4217 Nerissa Cir  94555,"Cultural/Arts, Leadership, Youth Leadership/Volunteer"
535,Institue for the Advanced Study of Black Family Life and Culture,,1012 Linden St.,Oakland,CA,94607,,(510) 836-3245,(510) 836-3248,,,www.iasbflc.org,Year Round,"Contact: Wade Nobles

Provides training, education and counseling to the Black community.  Focuses on families, teenage parents and teenagers.  Provides training to educators that focuses on teaching enhancement via African-American values, beliefs and culture.  Resources include educational materials, specialized library and data bank on various aspects of Black family life and culture.  Offers the HAWK (Higher Achievement Wisdom and Knowledge) Program which is a four-year development training program for young black males, age 12-17, designed to develop confidence, competence and consciousness through a culturally-centered approach.  Provides guidance in education, leadership and self-development.

Manages the Healer Women fighting Disease Project which is a HIV/AIDS and substance abuse prevention project for African-American women, age 15-45.",None,Monday-Friday,9:00am-5:00pm,6-12,None,"Wheelchair access, Restrooms wheelchair accessible",English,,,,,,,AC Transit line 88 within 1 block,,12th St. Oakland City Center,,,,,,,Wade Nobles,(510) 836-3248,,,Yes,,"DONE-web,bk 041306 ka",,1012 Linden St.  94607,"Cultural/Arts, Education/Academic Support, Family Support/Counseling, Leadership"
538,Allendale School,,,,CA,,,(510) 879-1010,,,,,,"After school program-tutoring, sports",,,,,,,,,,,,,,,,,,,,,,,,,,,No,,ka 041706 - very reluctant to give any info????? - NOT publishing,,,"Education/Academic Support, Recreational/Social"
539,DUSTY/Learn Thru Laughter,,920 Peralta St.,Oakland,CA,92607,,(510) 839-6812,(510) 839-6852,,mangelo.james@gmail.com,www.oaklanddusty.org,"Fall, Spring","D.U.S.T.Y. is an afterschool program for middle school students from West Oakland. The students work on computers to create their own Digital Stories, using Adobe PhotoShop, Adobe Premiere, and iMovie. At the end of each semester, the students' stories will be shown at the Parkway Theatre in downtown Oakland. 

D.U.S.T.Y. is part of the West Oakland Center for Digital and Multimedia Literacy. The Center combines Internet access and multimedia activities with literacy instruction for West Oakland residents of all ages. It is a joint project developed by the Prescott-Joseph Center for Community Enhancement and the Graduate School of Education at the University of California, Berkeley.

The Digital Underground Storytelling for Youth (DUSTY) Program is a university and community collaborative between the University of California's UC Links Program, UC Berkeley's Graduate School of Education, and the Joseph-Prescott Center for Community Enhancement.",,"Monday, Tuesday, Thursday, Friday",,"6-12, 13-18",None,,,"Computer access provided, Computer training provided","Youth Board Membership, Internship, Paid Positions",,,None,,,"Hoover Elementary, Cole Middle School, Castlemont High School",West Oakland,Yes,,16+,,,,,,,,Yes,,"left msg 041706 - used web 4 desc - 042106-faxed - web not current - wait reply - rec'd 042506
DONE ka",,920 Peralta St.  92607,"Cultural/Arts, Media Arts, Mentoring, Recreational/Social"
540,Oakland Police Activities League (PAL),,,,CA,,,(510) 615-5758,,,pwilliams@oaklandnet.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,faxed 041706 ka,,,
541,Jack London Aquatic Center/Kids-in-Kayaks,,115 Embarcadero,Oakland,CA,94606,,(510) 208-6060,(510) 208-6071,,director@jlac.org,www.jlac.org,"Fall, Spring, Summer","Contact: DeDe Birch

Jack London Aquatic Center provides a variety of programs for water sports enthusiasts through rowing, kayaking, and dragon boating.",,Monday-Friday,9am-4:00pm,13-18,,"Wheelchair access, Restrooms wheelchair accessible",English,,"Youth Advisory Committee, Internship",16+,,,,,,12th St. Oakland City Center,,,16+,director@jlac.org,,,"DeDe Birch, Director",(510) 208-6060,,,Yes,,DONE - rec'd fax 042406 ka,,115 Embarcadero  94606,"Athletics, Recreational/Social"
542,LoveLife Arts and Media Training Academy (LAMTA),,P.O. Box 70351,Oakland,CA,94612,,(510) 663-5683,,,dlacy99@yahoo.com,lovelifefoundation.org,,"Contact: Donald Lacy

Vision & Mission
The LoveLife Foundation is an Oakland-based community building organization committed to promoting life and saving lives through community revitalization, leadership and development. The mission of the LoveLife Foundation is to provide a supportive and empowering environment for at-risk youth, and to mobilize community support to change economic and social conditions that lead to violence. We aim to help youth discover positive and life-affirming alternatives to the destructive influences of drugs, gangs, and the dangers of life on the streets. To accomplish this, we help each youth build a positive future with educational and vocational programs, focusing on multimedia and technological training and career development services.

Promoting Life
We assist youth in producing award winning television public service announcements and radio programs that speak out against violence and affirm life. Too many children have senselessly lost their lives. We are all responsible for the children. Please join us and help make a difference in our community.",,"Monday, Wednesday, Saturday","M 3-5pm, W 1-4pm, S 8am-3pm",,,,,,,,,,,,,,,,,dlacy99@yahoo.com,,,Donald Lacy,(510) 663-5683,,,Yes,,DONE - rec'd e-mail - no other info provided 042606 ka,,,"Cultural/Arts, Media Arts, Recreational/Social"
544,Oakland Cal Ripken Babe Ruth League,,6200 Brann St.,Oakland,CA,94605,,(510) 639-7792,,,,www.oaklandcalripkenbaberuthleague.com,,Offers competitive baseball teams for boys and girls from ages 5 to 19 years.,,,,"0-5, 6-12, 13-18",call for information,,,,,,,,,,,,Yes,,,,,,Nadine Grundy,(510) 639-7792,,,,,DONE w/ web 051206,,6200 Brann St.,"Athletics, Recreational/Social"
545,Camps In Common,,P.O. Box 3229,,CA,95971,,(510)336-2267,(510)336-0362,,info@featherrivercamp.com,www.featherrivercamp.com,Summer,"Welcome to Oakland Feather River Camp ? since 1924, a vacation destination for families, children and adults seeking relaxation, recreation, fun and friendship.   

 Oakland Feather River Camp, located near Quincy, California is nestled along Spanish Creek.  Choose to stay in rustic wooden cabins or wood-framed tent cabins, with or without electricity.  Enjoy three great meals a day including vegetarian entrees and a salad bar at lunch and dinner.  And, make sure you join us for barbeque every Friday night.  

Our staff has plenty of activities for everyone at every age ? arts and crafts, games, nature hikes during the day.  In addition, children aged 2 to 5 can spend the morning in our Acorns program at the Tot-Lot.  Campers aged 6 to 9 year old can participate in Seedlings with fun camp-wide activities planned just for them.

Then at night, join us for campfires, games, dances, stargazing and the Weekly Camper/Staff Theatrical Production.   And speaking of productions, no camp experience would be complete without the Staff Show or you may want to join in the fun with the Camper Show.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,DONE 051206 - no further info needed,,,Recreational/Social
546,Head Royce,,4315 Lincoln Avenue,,CA,,,(510) 531-1300,,,mscarlata@headroyce.org,www.headroyce.org,Summer,"The Summer Enrichment Program at Head-Royce School is a unique combination of athletic, academic, and artistic opportunities for Bay Area young people. Our goal is to serve a diversified student body and their families with fun and productive learning experiences. We do this through a wide variety of programs designed to improve skills and build confidence.

Enrichment does not necessarily mean acceleration. We strive to broaden the student?s experience, reinforce basic concepts, review ideas and skills from the previous year and introduce some selected concepts from the next grade-level curriculum. While our program curriculum is independent of Head-Royce School, we are proud of our extensive offerings, our talented personnel, and our excellent facilities. We look forward to serving you.",,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,DONE - sufficient info - web 051206,,4315 Lincoln Ave.,"Athletics, Education/Academic Support"
